host, subject, issuer, notBefore, notAfter, basicConstraints, sha1Fingerprint
"fincult.info","CN=RapidSSL TLS DV RSA Mixed SHA256 2020 CA-1; O=DigiCert Inc; C=US","CN=RapidSSL TLS DV RSA Mixed SHA256 2020 CA-1; O=DigiCert Inc; C=US","Jul 16 12:25:27 2020 GMT","May 31 23:59:59 2023 GMT","CA:TRUE, pathlen:0 critical","9B:D0:8A:58:87:6F:6C:84:9D:B6:BB:99:A8:B1:94:89:26:47:86:0E"
"fincult.info","CN=DigiCert Global Root CA; OU=www.digicert.com; O=DigiCert Inc; C=US","CN=DigiCert Global Root CA; OU=www.digicert.com; O=DigiCert Inc; C=US","Nov 10 00:00:00 2006 GMT","Nov 10 00:00:00 2031 GMT","CA:TRUE critical","A8:98:5D:3A:65:E5:E5:C4:B2:D7:D6:6D:40:C6:DD:2F:B1:9C:54:36"
"finopolis.ru","CN=finopolis.ru","CN=R3; O=Let's Encrypt; C=US","Jan 20 00:39:11 2022 GMT","Apr 20 00:39:10 2022 GMT","CA:FALSE critical","70:DE:C9:02:56:AE:5C:9E:E1:C7:76:E5:0C:B9:09:5A:57:16:D0:52"
"finopolis.ru","CN=R3; O=Let's Encrypt; C=US","CN=ISRG Root X1; O=Internet Security Research Group; C=US","Sep  4 00:00:00 2020 GMT","Sep 15 16:00:00 2025 GMT","CA:TRUE, pathlen:0 critical","A0:53:37:5B:FE:84:E8:B7:48:78:2C:7C:EE:15:82:7A:6A:F5:A4:05"
"finopolis.ru","CN=ISRG Root X1; O=Internet Security Research Group; C=US","CN=DST Root CA X3; O=Digital Signature Trust Co.","Jan 20 19:14:03 2021 GMT","Sep 30 18:14:03 2024 GMT","CA:TRUE critical","93:3C:6D:DE:E9:5C:9C:41:A4:0F:9F:50:49:3D:82:BE:03:AD:87:BF"
"finzachet.ru","CN=finzachet.ru","CN=R3; O=Let's Encrypt; C=US","Jan 20 23:01:21 2022 GMT","Apr 20 23:01:20 2022 GMT","CA:FALSE critical","FB:C1:8F:77:F5:EB:DD:4A:46:5B:EB:1E:70:E8:03:16:DE:12:76:C4"
"finzachet.ru","CN=R3; O=Let's Encrypt; C=US","CN=ISRG Root X1; O=Internet Security Research Group; C=US","Sep  4 00:00:00 2020 GMT","Sep 15 16:00:00 2025 GMT","CA:TRUE, pathlen:0 critical","A0:53:37:5B:FE:84:E8:B7:48:78:2C:7C:EE:15:82:7A:6A:F5:A4:05"
"finzachet.ru","CN=ISRG Root X1; O=Internet Security Research Group; C=US","CN=DST Root CA X3; O=Digital Signature Trust Co.","Jan 20 19:14:03 2021 GMT","Sep 30 18:14:03 2024 GMT","CA:TRUE critical","93:3C:6D:DE:E9:5C:9C:41:A4:0F:9F:50:49:3D:82:BE:03:AD:87:BF"
"ifcongress.ru","CN=xn--90a5b.xn--p1ai","CN=R3; O=Let's Encrypt; C=US","Jan 19 08:00:23 2022 GMT","Apr 19 08:00:22 2022 GMT","CA:FALSE critical","84:28:9E:B4:F6:4E:1A:39:D6:FC:80:50:C8:C2:C4:21:A1:01:9A:0E"
"ifcongress.ru","CN=R3; O=Let's Encrypt; C=US","CN=ISRG Root X1; O=Internet Security Research Group; C=US","Sep  4 00:00:00 2020 GMT","Sep 15 16:00:00 2025 GMT","CA:TRUE, pathlen:0 critical","A0:53:37:5B:FE:84:E8:B7:48:78:2C:7C:EE:15:82:7A:6A:F5:A4:05"
"ifcongress.ru","CN=ISRG Root X1; O=Internet Security Research Group; C=US","CN=DST Root CA X3; O=Digital Signature Trust Co.","Jan 20 19:14:03 2021 GMT","Sep 30 18:14:03 2024 GMT","CA:TRUE critical","93:3C:6D:DE:E9:5C:9C:41:A4:0F:9F:50:49:3D:82:BE:03:AD:87:BF"
"iso20022.ru","CN=iso20022.ru","CN=iso20022.ru","Jan 12 00:00:00 2022 GMT","Jan 30 23:59:59 2023 GMT","CA:FALSE","23:5F:A4:14:A4:26:0B:2F:34:4D:54:D3:51:CB:2D:BC:A4:72:71:16"
"iso20022.ru","CN=iso20022.ru","CN=iso20022.ru","Jan 12 00:00:00 2022 GMT","Jan 30 23:59:59 2023 GMT","CA:FALSE","23:5F:A4:14:A4:26:0B:2F:34:4D:54:D3:51:CB:2D:BC:A4:72:71:16"
"iso20022.ru","CN=Thawte TLS RSA CA G1; OU=www.digicert.com; O=DigiCert Inc; C=US","CN=Thawte TLS RSA CA G1; OU=www.digicert.com; O=DigiCert Inc; C=US","Nov  2 12:24:25 2017 GMT","Nov  2 12:24:25 2027 GMT","CA:TRUE, pathlen:0 critical","C9:FE:FC:76:3D:95:48:B4:87:69:6F:04:7A:CB:A0:AB:E4:5C:7B:C1"
"iso20022.ru","CN=DigiCert Global Root G2; OU=www.digicert.com; O=DigiCert Inc; C=US","CN=DigiCert Global Root G2; OU=www.digicert.com; O=DigiCert Inc; C=US","Aug  1 12:00:00 2013 GMT","Jan 15 12:00:00 2038 GMT","CA:TRUE critical","DF:3C:24:F9:BF:D6:66:76:1B:26:80:73:FE:06:D1:CC:8D:4F:82:A4"
"XN--90A5B.XN--P1AI","CN=xn--90a5b.xn--p1ai","CN=R3; O=Let's Encrypt; C=US","Jan 19 08:00:23 2022 GMT","Apr 19 08:00:22 2022 GMT","CA:FALSE critical","84:28:9E:B4:F6:4E:1A:39:D6:FC:80:50:C8:C2:C4:21:A1:01:9A:0E"
"XN--90A5B.XN--P1AI","CN=R3; O=Let's Encrypt; C=US","CN=ISRG Root X1; O=Internet Security Research Group; C=US","Sep  4 00:00:00 2020 GMT","Sep 15 16:00:00 2025 GMT","CA:TRUE, pathlen:0 critical","A0:53:37:5B:FE:84:E8:B7:48:78:2C:7C:EE:15:82:7A:6A:F5:A4:05"
"XN--90A5B.XN--P1AI","CN=ISRG Root X1; O=Internet Security Research Group; C=US","CN=DST Root CA X3; O=Digital Signature Trust Co.","Jan 20 19:14:03 2021 GMT","Sep 30 18:14:03 2024 GMT","CA:TRUE critical","93:3C:6D:DE:E9:5C:9C:41:A4:0F:9F:50:49:3D:82:BE:03:AD:87:BF"
"XN--80AACOVIDOCD0AX3C9DN.XN--P1AI","CN=xn--90a5b.xn--p1ai","CN=R3; O=Let's Encrypt; C=US","Jan 19 08:00:23 2022 GMT","Apr 19 08:00:22 2022 GMT","CA:FALSE critical","84:28:9E:B4:F6:4E:1A:39:D6:FC:80:50:C8:C2:C4:21:A1:01:9A:0E"
"XN--80AACOVIDOCD0AX3C9DN.XN--P1AI","CN=R3; O=Let's Encrypt; C=US","CN=ISRG Root X1; O=Internet Security Research Group; C=US","Sep  4 00:00:00 2020 GMT","Sep 15 16:00:00 2025 GMT","CA:TRUE, pathlen:0 critical","A0:53:37:5B:FE:84:E8:B7:48:78:2C:7C:EE:15:82:7A:6A:F5:A4:05"
"XN--80AACOVIDOCD0AX3C9DN.XN--P1AI","CN=ISRG Root X1; O=Internet Security Research Group; C=US","CN=DST Root CA X3; O=Digital Signature Trust Co.","Jan 20 19:14:03 2021 GMT","Sep 30 18:14:03 2024 GMT","CA:TRUE critical","93:3C:6D:DE:E9:5C:9C:41:A4:0F:9F:50:49:3D:82:BE:03:AD:87:BF"
"XN--80ABLWMCEPR1B.XN--P1AI","CN=xn--90a5b.xn--p1ai","CN=R3; O=Let's Encrypt; C=US","Jan 19 08:00:23 2022 GMT","Apr 19 08:00:22 2022 GMT","CA:FALSE critical","84:28:9E:B4:F6:4E:1A:39:D6:FC:80:50:C8:C2:C4:21:A1:01:9A:0E"
"XN--80ABLWMCEPR1B.XN--P1AI","CN=R3; O=Let's Encrypt; C=US","CN=ISRG Root X1; O=Internet Security Research Group; C=US","Sep  4 00:00:00 2020 GMT","Sep 15 16:00:00 2025 GMT","CA:TRUE, pathlen:0 critical","A0:53:37:5B:FE:84:E8:B7:48:78:2C:7C:EE:15:82:7A:6A:F5:A4:05"
"XN--80ABLWMCEPR1B.XN--P1AI","CN=ISRG Root X1; O=Internet Security Research Group; C=US","CN=DST Root CA X3; O=Digital Signature Trust Co.","Jan 20 19:14:03 2021 GMT","Sep 30 18:14:03 2024 GMT","CA:TRUE critical","93:3C:6D:DE:E9:5C:9C:41:A4:0F:9F:50:49:3D:82:BE:03:AD:87:BF"
"XN----CTBTWBLIAC6KG.XN--P1AI","CN=www.xn----ctbtwbliac6kg.xn--p1ai","CN=R3; O=Let's Encrypt; C=US","Mar 12 10:49:25 2022 GMT","Jun 10 10:49:24 2022 GMT","CA:FALSE critical","08:15:2A:1D:56:FB:B1:D0:BC:32:17:52:65:95:E2:FC:F0:E0:BE:B6"
"XN----CTBTWBLIAC6KG.XN--P1AI","CN=R3; O=Let's Encrypt; C=US","CN=ISRG Root X1; O=Internet Security Research Group; C=US","Sep  4 00:00:00 2020 GMT","Sep 15 16:00:00 2025 GMT","CA:TRUE, pathlen:0 critical","A0:53:37:5B:FE:84:E8:B7:48:78:2C:7C:EE:15:82:7A:6A:F5:A4:05"
"XN----CTBTWBLIAC6KG.XN--P1AI","CN=ISRG Root X1; O=Internet Security Research Group; C=US","CN=DST Root CA X3; O=Digital Signature Trust Co.","Jan 20 19:14:03 2021 GMT","Sep 30 18:14:03 2024 GMT","CA:TRUE critical","93:3C:6D:DE:E9:5C:9C:41:A4:0F:9F:50:49:3D:82:BE:03:AD:87:BF"
"university.cbr.ru","CN=*.cbr.ru","CN=*.cbr.ru","Mar  1 10:16:07 2022 GMT","Apr  2 10:16:07 2023 GMT","CA:FALSE","30:47:73:01:D5:4E:40:13:33:78:EE:1E:36:59:D4:FA:61:AC:A9:CA"
"university.cbr.ru","CN=GlobalSign GCC R3 DV TLS CA 2020; O=GlobalSign nv-sa; C=BE","CN=GlobalSign GCC R3 DV TLS CA 2020; O=GlobalSign nv-sa; C=BE","Jul 28 00:00:00 2020 GMT","Mar 18 00:00:00 2029 GMT","CA:TRUE, pathlen:0 critical","1C:61:0A:0A:87:D4:92:F4:83:22:C2:AF:D3:BE:9B:6A:D3:6B:6B:EE"
"university.cbr.ru","CN=GlobalSign; O=GlobalSign; OU=GlobalSign Root CA - R3","CN=GlobalSign; O=GlobalSign; OU=GlobalSign Root CA - R3","Mar 18 10:00:00 2009 GMT","Mar 18 10:00:00 2029 GMT","CA:TRUE critical","D6:9B:56:11:48:F0:1C:77:C5:45:78:C1:09:26:DF:5B:85:69:76:AD"
"university.cbr.ru","CN=*.cbr.ru","CN=*.cbr.ru","Mar  1 10:16:07 2022 GMT","Apr  2 10:16:07 2023 GMT","CA:FALSE","30:47:73:01:D5:4E:40:13:33:78:EE:1E:36:59:D4:FA:61:AC:A9:CA"
"university.cbr.ru","CN=GlobalSign GCC R3 DV TLS CA 2020; O=GlobalSign nv-sa; C=BE","CN=GlobalSign GCC R3 DV TLS CA 2020; O=GlobalSign nv-sa; C=BE","Jul 28 00:00:00 2020 GMT","Mar 18 00:00:00 2029 GMT","CA:TRUE, pathlen:0 critical","1C:61:0A:0A:87:D4:92:F4:83:22:C2:AF:D3:BE:9B:6A:D3:6B:6B:EE"
"university.cbr.ru","CN=GlobalSign; O=GlobalSign; OU=GlobalSign Root CA - R3","CN=GlobalSign; O=GlobalSign; OU=GlobalSign Root CA - R3","Mar 18 10:00:00 2009 GMT","Mar 18 10:00:00 2029 GMT","CA:TRUE critical","D6:9B:56:11:48:F0:1C:77:C5:45:78:C1:09:26:DF:5B:85:69:76:AD"
"vcbr.ru","CN=vcbr.ru","CN=R3; O=Let's Encrypt; C=US","Mar  6 18:21:31 2022 GMT","Jun  4 18:21:30 2022 GMT","CA:FALSE critical","71:36:08:1F:8C:3A:6E:5B:F2:03:F1:86:7D:DA:BA:3C:BD:6F:2C:E1"
"vcbr.ru","CN=R3; O=Let's Encrypt; C=US","CN=ISRG Root X1; O=Internet Security Research Group; C=US","Sep  4 00:00:00 2020 GMT","Sep 15 16:00:00 2025 GMT","CA:TRUE, pathlen:0 critical","A0:53:37:5B:FE:84:E8:B7:48:78:2C:7C:EE:15:82:7A:6A:F5:A4:05"
"vcbr.ru","CN=ISRG Root X1; O=Internet Security Research Group; C=US","CN=DST Root CA X3; O=Digital Signature Trust Co.","Jan 20 19:14:03 2021 GMT","Sep 30 18:14:03 2024 GMT","CA:TRUE critical","93:3C:6D:DE:E9:5C:9C:41:A4:0F:9F:50:49:3D:82:BE:03:AD:87:BF"
"3ds.vtb.ru","CN=3ds.vtb.ru; O=VTB Bank (PJSC); L=Saint Petersburg; ST=Saint Petersburg; C=RU","CN=VTB BANK GCC R6 OV CA 2021; O=VTB BANK (PJSC); C=RU","Mar  1 09:06:17 2022 GMT","Apr  2 09:06:16 2023 GMT","CA:FALSE","A4:66:2A:B4:C2:E2:78:D5:07:62:2A:0F:98:26:42:B4:93:CD:45:D6"
"3ds.vtb.ru","CN=VTB BANK GCC R6 OV CA 2021; O=VTB BANK (PJSC); C=RU","CN=GlobalSign; O=GlobalSign; OU=GlobalSign Root CA - R6","Apr 21 00:00:00 2021 GMT","Apr 21 00:00:00 2031 GMT","CA:TRUE, pathlen:0 critical","18:FA:8E:3C:CD:E2:6E:0C:3F:04:AD:DA:95:F2:68:93:32:62:37:54"
"3ds.vtb.ru","CN=GlobalSign; O=GlobalSign; OU=GlobalSign Root CA - R6","CN=GlobalSign; O=GlobalSign; OU=GlobalSign Root CA - R6","Dec 10 00:00:00 2014 GMT","Dec 10 00:00:00 2034 GMT","CA:TRUE critical","80:94:64:0E:B5:A7:A1:CA:11:9C:1F:DD:D5:9F:81:02:63:A7:FB:D1"
"3ds.vtb.ru","CN=GlobalSign; O=GlobalSign; OU=GlobalSign Root CA - R6","CN=GlobalSign; O=GlobalSign; OU=GlobalSign Root CA - R3","Feb 20 00:00:00 2019 GMT","Mar 18 10:00:00 2029 GMT","CA:TRUE critical","61:8A:4F:66:F2:AB:56:AF:46:4B:0C:36:97:F6:F1:C9:1F:88:F8:B4"
"3dsp.vtb.ru","CN=3dsp.vtb.ru; O=VTB Bank (PJSC); L=Saint Petersburg; ST=Saint Petersburg; C=RU","CN=3dsp.vtb.ru; O=VTB Bank (PJSC); L=Saint Petersburg; ST=Saint Petersburg; C=RU","Mar  1 08:46:09 2022 GMT","Apr  2 08:46:08 2023 GMT","CA:FALSE","08:EE:21:23:F9:0A:1D:3C:B8:F3:93:3F:5E:36:ED:4D:F0:EF:32:1E"
"3dsp.vtb.ru","CN=VTB BANK GCC R6 OV CA 2021; O=VTB BANK (PJSC); C=RU","CN=VTB BANK GCC R6 OV CA 2021; O=VTB BANK (PJSC); C=RU","Apr 21 00:00:00 2021 GMT","Apr 21 00:00:00 2031 GMT","CA:TRUE, pathlen:0 critical","18:FA:8E:3C:CD:E2:6E:0C:3F:04:AD:DA:95:F2:68:93:32:62:37:54"
"3dsp.vtb.ru","CN=GlobalSign; O=GlobalSign; OU=GlobalSign Root CA - R6","CN=GlobalSign; O=GlobalSign; OU=GlobalSign Root CA - R6","Feb 20 00:00:00 2019 GMT","Mar 18 10:00:00 2029 GMT","CA:TRUE critical","61:8A:4F:66:F2:AB:56:AF:46:4B:0C:36:97:F6:F1:C9:1F:88:F8:B4"
"3dsp.vtb.ru","CN=GlobalSign; O=GlobalSign; OU=GlobalSign Root CA - R6","CN=GlobalSign; O=GlobalSign; OU=GlobalSign Root CA - R6","Dec 10 00:00:00 2014 GMT","Dec 10 00:00:00 2034 GMT","CA:TRUE critical","80:94:64:0E:B5:A7:A1:CA:11:9C:1F:DD:D5:9F:81:02:63:A7:FB:D1"
"3dsp2.vtb.ru","CN=3dsp2.vtb.ru; O=VTB Bank (PJSC); L=Saint Petersburg; ST=Saint Petersburg; C=RU","CN=3dsp2.vtb.ru; O=VTB Bank (PJSC); L=Saint Petersburg; ST=Saint Petersburg; C=RU","Mar  1 08:46:15 2022 GMT","Apr  2 08:46:14 2023 GMT","CA:FALSE","41:6E:73:89:45:AA:F2:DE:39:61:4F:1F:73:2F:59:03:AF:D7:E3:B4"
"3dsp2.vtb.ru","CN=VTB BANK GCC R6 OV CA 2021; O=VTB BANK (PJSC); C=RU","CN=VTB BANK GCC R6 OV CA 2021; O=VTB BANK (PJSC); C=RU","Apr 21 00:00:00 2021 GMT","Apr 21 00:00:00 2031 GMT","CA:TRUE, pathlen:0 critical","18:FA:8E:3C:CD:E2:6E:0C:3F:04:AD:DA:95:F2:68:93:32:62:37:54"
"3dsp2.vtb.ru","CN=GlobalSign; O=GlobalSign; OU=GlobalSign Root CA - R6","CN=GlobalSign; O=GlobalSign; OU=GlobalSign Root CA - R6","Feb 20 00:00:00 2019 GMT","Mar 18 10:00:00 2029 GMT","CA:TRUE critical","61:8A:4F:66:F2:AB:56:AF:46:4B:0C:36:97:F6:F1:C9:1F:88:F8:B4"
"3dsp2.vtb.ru","CN=GlobalSign; O=GlobalSign; OU=GlobalSign Root CA - R6","CN=GlobalSign; O=GlobalSign; OU=GlobalSign Root CA - R6","Dec 10 00:00:00 2014 GMT","Dec 10 00:00:00 2034 GMT","CA:TRUE critical","80:94:64:0E:B5:A7:A1:CA:11:9C:1F:DD:D5:9F:81:02:63:A7:FB:D1"
"acquiring.vtb.ru","CN=acquiring.vtb.ru; O=VTB Bank (PJSC); L=Saint Petersburg; ST=Saint Petersburg; C=RU","CN=VTB BANK GCC R6 OV CA 2021; O=VTB BANK (PJSC); C=RU","Mar 16 08:16:07 2022 GMT","Apr 17 08:16:06 2023 GMT","CA:FALSE","46:D7:97:54:34:9D:70:4C:CF:5E:E1:05:F2:C3:53:CF:A6:32:00:75"
"acquiring.vtb.ru","CN=VTB BANK GCC R6 OV CA 2021; O=VTB BANK (PJSC); C=RU","CN=GlobalSign; O=GlobalSign; OU=GlobalSign Root CA - R6","Apr 21 00:00:00 2021 GMT","Apr 21 00:00:00 2031 GMT","CA:TRUE, pathlen:0 critical","18:FA:8E:3C:CD:E2:6E:0C:3F:04:AD:DA:95:F2:68:93:32:62:37:54"
"acquiring.vtb.ru","CN=GlobalSign; O=GlobalSign; OU=GlobalSign Root CA - R6","CN=GlobalSign; O=GlobalSign; OU=GlobalSign Root CA - R6","Dec 10 00:00:00 2014 GMT","Dec 10 00:00:00 2034 GMT","CA:TRUE critical","80:94:64:0E:B5:A7:A1:CA:11:9C:1F:DD:D5:9F:81:02:63:A7:FB:D1"
"ae01.msk.vtb.ru","CN=ae01.msk.vtb.ru; O=VTB Bank (PJSC); L=Saint Petersburg; ST=Saint Petersburg; C=RU","CN=VTB BANK GCC R6 OV CA 2021; O=VTB BANK (PJSC); C=RU","Mar  1 12:11:17 2022 GMT","Apr  2 12:11:16 2023 GMT","CA:FALSE","F3:45:5C:8A:6B:15:6B:7F:A9:AC:E0:77:D8:81:1E:5E:75:DB:07:25"
"ae01.msk.vtb.ru","CN=VTB BANK GCC R6 OV CA 2021; O=VTB BANK (PJSC); C=RU","CN=GlobalSign; O=GlobalSign; OU=GlobalSign Root CA - R6","Apr 21 00:00:00 2021 GMT","Apr 21 00:00:00 2031 GMT","CA:TRUE, pathlen:0 critical","18:FA:8E:3C:CD:E2:6E:0C:3F:04:AD:DA:95:F2:68:93:32:62:37:54"
"dialin.msk.vtb.ru","CN=ae01.msk.vtb.ru; O=VTB Bank (PJSC); L=Saint Petersburg; ST=Saint Petersburg; C=RU","CN=VTB BANK GCC R6 OV CA 2021; O=VTB BANK (PJSC); C=RU","Mar  1 12:11:17 2022 GMT","Apr  2 12:11:16 2023 GMT","CA:FALSE","F3:45:5C:8A:6B:15:6B:7F:A9:AC:E0:77:D8:81:1E:5E:75:DB:07:25"
"dialin.msk.vtb.ru","CN=VTB BANK GCC R6 OV CA 2021; O=VTB BANK (PJSC); C=RU","CN=GlobalSign; O=GlobalSign; OU=GlobalSign Root CA - R6","Apr 21 00:00:00 2021 GMT","Apr 21 00:00:00 2031 GMT","CA:TRUE, pathlen:0 critical","18:FA:8E:3C:CD:E2:6E:0C:3F:04:AD:DA:95:F2:68:93:32:62:37:54"
"dialin.msk.vtb.ru","CN=GlobalSign; O=GlobalSign; OU=GlobalSign Root CA - R6","CN=GlobalSign; O=GlobalSign; OU=GlobalSign Root CA - R6","Dec 10 00:00:00 2014 GMT","Dec 10 00:00:00 2034 GMT","CA:TRUE critical","80:94:64:0E:B5:A7:A1:CA:11:9C:1F:DD:D5:9F:81:02:63:A7:FB:D1"
"lsweb-ext01.msk.vtb.ru","CN=ae01.msk.vtb.ru; O=VTB Bank (PJSC); L=Saint Petersburg; ST=Saint Petersburg; C=RU","CN=VTB BANK GCC R6 OV CA 2021; O=VTB BANK (PJSC); C=RU","Mar  1 12:11:17 2022 GMT","Apr  2 12:11:16 2023 GMT","CA:FALSE","F3:45:5C:8A:6B:15:6B:7F:A9:AC:E0:77:D8:81:1E:5E:75:DB:07:25"
"lsweb-ext01.msk.vtb.ru","CN=VTB BANK GCC R6 OV CA 2021; O=VTB BANK (PJSC); C=RU","CN=GlobalSign; O=GlobalSign; OU=GlobalSign Root CA - R6","Apr 21 00:00:00 2021 GMT","Apr 21 00:00:00 2031 GMT","CA:TRUE, pathlen:0 critical","18:FA:8E:3C:CD:E2:6E:0C:3F:04:AD:DA:95:F2:68:93:32:62:37:54"
"lsweb-ext01.msk.vtb.ru","CN=GlobalSign; O=GlobalSign; OU=GlobalSign Root CA - R6","CN=GlobalSign; O=GlobalSign; OU=GlobalSign Root CA - R6","Dec 10 00:00:00 2014 GMT","Dec 10 00:00:00 2034 GMT","CA:TRUE critical","80:94:64:0E:B5:A7:A1:CA:11:9C:1F:DD:D5:9F:81:02:63:A7:FB:D1"
"lyncdiscover.msk.vtb.ru","CN=ae01.msk.vtb.ru; O=VTB Bank (PJSC); L=Saint Petersburg; ST=Saint Petersburg; C=RU","CN=VTB BANK GCC R6 OV CA 2021; O=VTB BANK (PJSC); C=RU","Mar  1 12:11:17 2022 GMT","Apr  2 12:11:16 2023 GMT","CA:FALSE","F3:45:5C:8A:6B:15:6B:7F:A9:AC:E0:77:D8:81:1E:5E:75:DB:07:25"
"lyncdiscover.msk.vtb.ru","CN=VTB BANK GCC R6 OV CA 2021; O=VTB BANK (PJSC); C=RU","CN=GlobalSign; O=GlobalSign; OU=GlobalSign Root CA - R6","Apr 21 00:00:00 2021 GMT","Apr 21 00:00:00 2031 GMT","CA:TRUE, pathlen:0 critical","18:FA:8E:3C:CD:E2:6E:0C:3F:04:AD:DA:95:F2:68:93:32:62:37:54"
"lyncdiscover.msk.vtb.ru","CN=GlobalSign; O=GlobalSign; OU=GlobalSign Root CA - R6","CN=GlobalSign; O=GlobalSign; OU=GlobalSign Root CA - R6","Dec 10 00:00:00 2014 GMT","Dec 10 00:00:00 2034 GMT","CA:TRUE critical","80:94:64:0E:B5:A7:A1:CA:11:9C:1F:DD:D5:9F:81:02:63:A7:FB:D1"
"meet.msk.vtb.ru","CN=ae02.msk.vtb.ru; O=VTB Bank (PJSC); L=Saint Petersburg; ST=Saint Petersburg; C=RU","CN=VTB BANK GCC R6 OV CA 2021; O=VTB BANK (PJSC); C=RU","Mar  1 14:31:10 2022 GMT","Apr  2 14:31:09 2023 GMT","CA:FALSE","B4:CB:2D:3C:3B:B1:39:3F:33:82:DF:39:29:6E:0E:1B:C2:B7:73:70"
"meet.msk.vtb.ru","CN=VTB BANK GCC R6 OV CA 2021; O=VTB BANK (PJSC); C=RU","CN=GlobalSign; O=GlobalSign; OU=GlobalSign Root CA - R6","Apr 21 00:00:00 2021 GMT","Apr 21 00:00:00 2031 GMT","CA:TRUE, pathlen:0 critical","18:FA:8E:3C:CD:E2:6E:0C:3F:04:AD:DA:95:F2:68:93:32:62:37:54"
"meet.msk.vtb.ru","CN=GlobalSign; O=GlobalSign; OU=GlobalSign Root CA - R6","CN=GlobalSign; O=GlobalSign; OU=GlobalSign Root CA - R6","Dec 10 00:00:00 2014 GMT","Dec 10 00:00:00 2034 GMT","CA:TRUE critical","80:94:64:0E:B5:A7:A1:CA:11:9C:1F:DD:D5:9F:81:02:63:A7:FB:D1"
"sip.msk.vtb.ru","CN=ae01.msk.vtb.ru; O=VTB Bank (PJSC); L=Saint Petersburg; ST=Saint Petersburg; C=RU","CN=VTB BANK GCC R6 OV CA 2021; O=VTB BANK (PJSC); C=RU","Mar  1 12:11:17 2022 GMT","Apr  2 12:11:16 2023 GMT","CA:FALSE","F3:45:5C:8A:6B:15:6B:7F:A9:AC:E0:77:D8:81:1E:5E:75:DB:07:25"
"sip.msk.vtb.ru","CN=VTB BANK GCC R6 OV CA 2021; O=VTB BANK (PJSC); C=RU","CN=GlobalSign; O=GlobalSign; OU=GlobalSign Root CA - R6","Apr 21 00:00:00 2021 GMT","Apr 21 00:00:00 2031 GMT","CA:TRUE, pathlen:0 critical","18:FA:8E:3C:CD:E2:6E:0C:3F:04:AD:DA:95:F2:68:93:32:62:37:54"
"wac-ext01.msk.vtb.ru","CN=ae01.msk.vtb.ru; O=VTB Bank (PJSC); L=Saint Petersburg; ST=Saint Petersburg; C=RU","CN=VTB BANK GCC R6 OV CA 2021; O=VTB BANK (PJSC); C=RU","Mar  1 12:11:17 2022 GMT","Apr  2 12:11:16 2023 GMT","CA:FALSE","F3:45:5C:8A:6B:15:6B:7F:A9:AC:E0:77:D8:81:1E:5E:75:DB:07:25"
"wac-ext01.msk.vtb.ru","CN=VTB BANK GCC R6 OV CA 2021; O=VTB BANK (PJSC); C=RU","CN=GlobalSign; O=GlobalSign; OU=GlobalSign Root CA - R6","Apr 21 00:00:00 2021 GMT","Apr 21 00:00:00 2031 GMT","CA:TRUE, pathlen:0 critical","18:FA:8E:3C:CD:E2:6E:0C:3F:04:AD:DA:95:F2:68:93:32:62:37:54"
"wac-ext01.msk.vtb.ru","CN=GlobalSign; O=GlobalSign; OU=GlobalSign Root CA - R6","CN=GlobalSign; O=GlobalSign; OU=GlobalSign Root CA - R6","Dec 10 00:00:00 2014 GMT","Dec 10 00:00:00 2034 GMT","CA:TRUE critical","80:94:64:0E:B5:A7:A1:CA:11:9C:1F:DD:D5:9F:81:02:63:A7:FB:D1"
"webcon01.msk.vtb.ru","CN=ae01.msk.vtb.ru; O=VTB Bank (PJSC); L=Saint Petersburg; ST=Saint Petersburg; C=RU","CN=VTB BANK GCC R6 OV CA 2021; O=VTB BANK (PJSC); C=RU","Mar  1 12:11:17 2022 GMT","Apr  2 12:11:16 2023 GMT","CA:FALSE","F3:45:5C:8A:6B:15:6B:7F:A9:AC:E0:77:D8:81:1E:5E:75:DB:07:25"
"webcon01.msk.vtb.ru","CN=VTB BANK GCC R6 OV CA 2021; O=VTB BANK (PJSC); C=RU","CN=GlobalSign; O=GlobalSign; OU=GlobalSign Root CA - R6","Apr 21 00:00:00 2021 GMT","Apr 21 00:00:00 2031 GMT","CA:TRUE, pathlen:0 critical","18:FA:8E:3C:CD:E2:6E:0C:3F:04:AD:DA:95:F2:68:93:32:62:37:54"
"ae02.msk.vtb.ru","CN=ae02.msk.vtb.ru; O=VTB Bank (PJSC); L=Saint Petersburg; ST=Saint Petersburg; C=RU","CN=VTB BANK GCC R6 OV CA 2021; O=VTB BANK (PJSC); C=RU","Mar  1 14:31:10 2022 GMT","Apr  2 14:31:09 2023 GMT","CA:FALSE","B4:CB:2D:3C:3B:B1:39:3F:33:82:DF:39:29:6E:0E:1B:C2:B7:73:70"
"ae02.msk.vtb.ru","CN=VTB BANK GCC R6 OV CA 2021; O=VTB BANK (PJSC); C=RU","CN=GlobalSign; O=GlobalSign; OU=GlobalSign Root CA - R6","Apr 21 00:00:00 2021 GMT","Apr 21 00:00:00 2031 GMT","CA:TRUE, pathlen:0 critical","18:FA:8E:3C:CD:E2:6E:0C:3F:04:AD:DA:95:F2:68:93:32:62:37:54"
